repo_id,repository_url,category,quality_rating,description,stars_estimate,notes
238,https://github.com/CarperAI/trlx,Category 1: From Scratch,high,"RLHF library",5000+,"Reinforcement learning from human feedback"
239,https://github.com/lvwerra/trl,Category 1: From Scratch,high,"Transformer RL",10000+,"PPO for LLMs"
240,https://github.com/huggingface/peft,Category 1: From Scratch,high,"Parameter-efficient fine-tuning",16000+,"LoRA, prefix tuning"
241,https://github.com/TimDettmers/bitsandbytes,Category 1: From Scratch,high,"8-bit optimizers",14000+,"Quantization library"
242,https://github.com/IST-DASLab/gptq,Category 1: From Scratch,high,"GPT quantization",4000+,"4-bit quantization"
243,https://github.com/ggerganov/llama.cpp,Category 1: From Scratch,extra-high,"LLaMA in C++",68000+,"CPU inference"
244,https://github.com/abetlen/llama-cpp-python,Category 1: From Scratch,high,"Python bindings for llama.cpp",8000+,"Python LLaMA interface"
245,https://github.com/vllm-project/vllm,Category 1: From Scratch,extra-high,"Fast LLM inference",30000+,"PagedAttention"
246,https://github.com/huggingface/text-generation-inference,Category 1: From Scratch,high,"Text generation server",9000+,"Production LLM serving"
247,https://github.com/oobabooga/text-generation-webui,Category 1: From Scratch,high,"Text generation UI",40000+,"LLM web interface"
248,https://github.com/lm-sys/FastChat,Category 1: From Scratch,high,"FastChat",37000+,"Training and serving"
249,https://github.com/imartinez/privateGPT,Category 1: From Scratch,high,"Private GPT",54000+,"Local document QA"
250,https://github.com/Significant-Gravitas/Auto-GPT,Category 1: From Scratch,extra-high,"Auto-GPT",168000+,"Autonomous GPT"
251,https://github.com/microsoft/guidance,Category 1: From Scratch,high,"Guidance language",19000+,"LLM control"
252,https://github.com/microsoft/semantic-kernel,Category 1: From Scratch,high,"Semantic Kernel",22000+,"LLM orchestration"
253,https://github.com/langchain-ai/langchain,Category 1: From Scratch,extra-high,"LangChain",95000+,"LLM application framework"
254,https://github.com/run-llama/llama_index,Category 1: From Scratch,high,"LlamaIndex",36000+,"Data framework for LLMs"
255,https://github.com/openai/whisper,Category 1: From Scratch,extra-high,"Whisper ASR",70000+,"Speech recognition"
256,https://github.com/guillaumekln/faster-whisper,Category 1: From Scratch,high,"Faster Whisper",12000+,"CTranslate2 Whisper"
257,https://github.com/m-bain/whisperX,Category 1: From Scratch,high,"WhisperX",12000+,"Whisper with alignment"
258,https://github.com/Vaibhavs10/insanely-fast-whisper,Category 1: From Scratch,high,"Fast Whisper",8000+,"Optimized Whisper"
259,https://github.com/sanchit-gandhi/whisper-jax,Category 1: From Scratch,high,"Whisper JAX",4000+,"JAX Whisper"
260,https://github.com/jantic/DeOldify,Category 1: From Scratch,high,"DeOldify",18000+,"Image colorization"
261,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix,Category 1: From Scratch,high,"CycleGAN pix2pix",23000+,"Image translation"
262,https://github.com/NVlabs/stylegan2,Category 1: From Scratch,high,"StyleGAN2",11000+,"Official TF impl"
263,https://github.com/NVlabs/stylegan3,Category 1: From Scratch,high,"StyleGAN3",6000+,"Alias-free GAN"
264,https://github.com/rosinality/stylegan2-pytorch,Category 1: From Scratch,high,"StyleGAN2 PyTorch",3000+,"Clean PyTorch impl"
265,https://github.com/AliaksandrSiarohin/first-order-model,Category 1: From Scratch,high,"First Order Motion",15000+,"Motion transfer"
266,https://github.com/deepfakes/faceswap,Category 1: From Scratch,high,"Faceswap",52000+,"Face swapping"
267,https://github.com/iperov/DeepFaceLab,Category 1: From Scratch,high,"DeepFaceLab",47000+,"Face manipulation"
268,https://github.com/serengil/deepface,Category 1: From Scratch,high,"DeepFace",13000+,"Face recognition"
269,https://github.com/ageitgey/face_recognition,Category 1: From Scratch,extra-high,"Face recognition",53000+,"Simple face rec"
270,https://github.com/1adrianb/face-alignment,Category 1: From Scratch,high,"Face alignment",7000+,"2D/3D face landmarks"
271,https://github.com/timesler/facenet-pytorch,Category 1: From Scratch,high,"FaceNet PyTorch",4000+,"Face recognition"
272,https://github.com/deepinsight/insightface,Category 1: From Scratch,high,"InsightFace",23000+,"Face analysis"
273,https://github.com/minivision-ai/photo2cartoon,Category 1: From Scratch,high,"Photo2Cartoon",4000+,"Image stylization"
274,https://github.com/danielgatis/rembg,Category 1: From Scratch,high,"Remove background",16000+,"Background removal"
275,https://github.com/nadermx/backgroundremover,Category 1: From Scratch,high,"Background remover",7000+,"Video bg removal"
276,https://github.com/PeterL1n/RobustVideoMatting,Category 1: From Scratch,high,"Robust Video Matting",8000+,"Video matting"
277,https://github.com/sberbank-ai/sber-swap,Category 1: From Scratch,high,"SberSwap",2000+,"Face swap"
278,https://github.com/s0md3v/roop,Category 1: From Scratch,high,"Roop",28000+,"One-click face swap"
279,https://github.com/facefusion/facefusion,Category 1: From Scratch,high,"FaceFusion",20000+,"Face manipulation"
280,https://github.com/facebookresearch/audiocraft,Category 1: From Scratch,high,"AudioCraft",21000+,"Audio generation"
281,https://github.com/facebookresearch/encodec,Category 1: From Scratch,high,"EnCodec",3000+,"Neural audio codec"
282,https://github.com/svc-develop-team/so-vits-svc,Category 1: From Scratch,high,"SO-VITS-SVC",25000+,"Singing voice conversion"
283,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,Category 1: From Scratch,high,"RVC",24000+,"Voice conversion"
284,https://github.com/jik876/hifi-gan,Category 1: From Scratch,high,"HiFi-GAN",2000+,"Speech synthesis"
285,https://github.com/jaywalnut310/vits,Category 1: From Scratch,high,"VITS",7000+,"End-to-end TTS"
286,https://github.com/Plachtaa/VITS-fast-fine-tuning,Category 1: From Scratch,high,"VITS fine-tuning",5000+,"Fast TTS training"
287,https://github.com/cmu-db/ottertune,Category 2: Domain Specific,high,"OtterTune",5000+,"Database tuning ML"
288,https://github.com/OpenBB-finance/OpenBBTerminal,Category 2: Domain Specific,high,"OpenBB Terminal",33000+,"Investment research"
289,https://github.com/ranaroussi/yfinance,Category 2: Domain Specific,high,"yfinance",14000+,"Yahoo Finance API"
290,https://github.com/pmorissette/bt,Category 2: Domain Specific,high,"bt backtest",2000+,"Backtesting"
291,https://github.com/pmorissette/ffn,Category 2: Domain Specific,high,"ffn",2000+,"Financial functions"
292,https://github.com/erdewit/ib_insync,Category 2: Domain Specific,high,"IB Insync",3000+,"Interactive Brokers"
293,https://github.com/kernc/backtesting.py,Category 2: Domain Specific,high,"Backtesting.py",5000+,"Simple backtesting"
294,https://github.com/google/timesketch,Category 2: Domain Specific,high,"Timesketch",3000+,"Forensic timeline"
295,https://github.com/zulip/zulip,Category 2: Domain Specific,high,"Zulip",22000+,"Team chat"
296,https://github.com/healthchecks/healthchecks,Category 2: Domain Specific,high,"Healthchecks",8000+,"Cron monitoring"
297,https://github.com/netbox-community/netbox,Category 2: Domain Specific,high,"NetBox",16000+,"Network documentation"
298,https://github.com/ArchiveBox/ArchiveBox,Category 2: Domain Specific,high,"ArchiveBox",22000+,"Web archiving"
299,https://github.com/wagtail/wagtail,Category 2: Domain Specific,high,"Wagtail CMS",18000+,"Django CMS"
300,https://github.com/joke2k/faker,Category 5: Small Frameworks,high,"Fake data generator",18000+,"Test data generation"
301,https://github.com/samuelcolvin/watchfiles,Category 5: Small Frameworks,high,"File watching",2000+,"Rust-backed file watcher"
302,https://github.com/snok/httpx-auth,Category 5: Small Frameworks,medium,"HTTPX authentication",500+,"Auth for httpx"
303,https://github.com/python-jsonschema/jsonschema,Category 5: Small Frameworks,high,"JSON Schema validator",5000+,"Schema validation"
304,https://github.com/Julian/jsonschema,Category 5: Small Frameworks,high,"JSON Schema implementation",5000+,"Full JSON Schema support"
305,https://github.com/ijl/orjson,Category 5: Small Frameworks,high,"Fast JSON library",6000+,"Rust-based JSON"
306,https://github.com/ultrajson/ultrajson,Category 5: Small Frameworks,high,"Ultra fast JSON",4000+,"C-based JSON"
307,https://github.com/msgspec/msgspec,Category 5: Small Frameworks,high,"Fast serialization",2000+,"MessagePack/JSON"
308,https://github.com/samuelcolvin/dirty-equals,Category 5: Small Frameworks,high,"Dirty equals",800+,"Testing utility"
309,https://github.com/pydantic/pydantic-settings,Category 5: Small Frameworks,high,"Pydantic settings",1000+,"Settings management"
310,https://github.com/unionai-oss/pandera,Category 5: Small Frameworks,high,"DataFrame validation",3000+,"Data validation"
311,https://github.com/tiangolo/typer,Category 5: Small Frameworks,high,"CLI framework",16000+,"Modern CLI building"
312,https://github.com/tiangolo/sqlmodel,Category 5: Small Frameworks,high,"SQL databases in Python",14000+,"SQLAlchemy + Pydantic"
313,https://github.com/samuelcolvin/arq,Category 5: Small Frameworks,high,"Async job queue",2000+,"Redis job queue"
314,https://github.com/encode/databases,Category 5: Small Frameworks,high,"Async database support",4000+,"Async DB interface"
315,https://github.com/piccolo-orm/piccolo,Category 5: Small Frameworks,high,"Async ORM",1500+,"Modern async ORM"
316,https://github.com/tortoise/tortoise-orm,Category 5: Small Frameworks,high,"Async ORM",5000+,"Django-like async ORM"
317,https://github.com/sqlalchemy/sqlalchemy,Category 5: Small Frameworks,extra-high,"SQL toolkit and ORM",9000+,"Database toolkit"
318,https://github.com/MagicStack/asyncpg,Category 5: Small Frameworks,high,"Async PostgreSQL",7000+,"Fast PostgreSQL driver"
319,https://github.com/encode/orm,Category 5: Small Frameworks,high,"Async ORM",2000+,"Simple async ORM"
320,https://github.com/ponyorm/pony,Category 5: Small Frameworks,high,"Pony ORM",4000+,"Pythonic ORM"
321,https://github.com/coleifer/peewee,Category 5: Small Frameworks,high,"Simple ORM",11000+,"Lightweight ORM"
322,https://github.com/mongodb/motor,Category 5: Small Frameworks,high,"Async MongoDB driver",2000+,"MongoDB async"
323,https://github.com/redis/redis-py,Category 5: Small Frameworks,high,"Redis client",13000+,"Python Redis client"
324,https://github.com/aio-libs/aioredis-py,Category 5: Small Frameworks,high,"Async Redis",3000+,"Async Redis client"
325,https://github.com/miguelgrinberg/python-socketio,Category 5: Small Frameworks,high,"Socket.IO",4000+,"Real-time communication"
326,https://github.com/miguelgrinberg/Flask-SocketIO,Category 5: Small Frameworks,high,"Flask-SocketIO",5000+,"Flask WebSocket"
327,https://github.com/aaugustin/websockets,Category 5: Small Frameworks,high,"WebSocket library",5000+,"Async WebSockets"
328,https://github.com/python-websockets/websockets,Category 5: Small Frameworks,high,"WebSocket implementation",5000+,"WebSocket protocol"
329,https://github.com/graphql-python/graphene,Category 5: Small Frameworks,high,"GraphQL framework",8000+,"GraphQL in Python"
330,https://github.com/strawberry-graphql/strawberry,Category 5: Small Frameworks,high,"GraphQL library",4000+,"Type-first GraphQL"
331,https://github.com/mirumee/ariadne,Category 5: Small Frameworks,high,"Schema-first GraphQL",2000+,"GraphQL framework"
332,https://github.com/graphql-python/graphql-core,Category 5: Small Frameworks,high,"GraphQL core",500+,"GraphQL implementation"
333,https://github.com/python-restx/flask-restx,Category 5: Small Frameworks,high,"Flask REST extensions",2000+,"REST API building"
334,https://github.com/flask-restful/flask-restful,Category 5: Small Frameworks,high,"Flask RESTful",7000+,"REST API framework"
335,https://github.com/dpgaspar/Flask-AppBuilder,Category 5: Small Frameworks,high,"Flask app builder",5000+,"Rapid app development"
336,https://github.com/pyeve/eve,Category 5: Small Frameworks,high,"REST API framework",7000+,"MongoDB REST"
337,https://github.com/sloria/flask-marshmallow,Category 5: Small Frameworks,high,"Flask + Marshmallow",900+,"Serialization integration"
338,https://github.com/python-babel/babel,Category 5: Small Frameworks,high,"Internationalization",1400+,"i18n utilities"
339,https://github.com/mitsuhiko/flask-babel,Category 5: Small Frameworks,high,"Flask i18n",500+,"Flask internationalization"
340,https://github.com/django-extensions/django-extensions,Category 5: Small Frameworks,high,"Django extensions",6000+,"Django utilities"
341,https://github.com/jazzband/django-debug-toolbar,Category 5: Small Frameworks,high,"Django debug toolbar",8000+,"Debugging tool"
342,https://github.com/jazzband/django-redis,Category 5: Small Frameworks,high,"Django Redis",3000+,"Redis cache backend"
343,https://github.com/django-oscar/django-oscar,Category 2: Domain Specific,high,"Django e-commerce",6000+,"E-commerce framework"
344,https://github.com/saleor/saleor,Category 2: Domain Specific,high,"E-commerce platform",21000+,"GraphQL e-commerce"
345,https://github.com/pretix/pretix,Category 2: Domain Specific,high,"Ticket sales",2000+,"Event ticketing"
346,https://github.com/django-cms/django-cms,Category 2: Domain Specific,high,"Django CMS",10000+,"Content management"
347,https://github.com/mezzanine/mezzanine,Category 2: Domain Specific,high,"Django CMS",5000+,"Content management"
348,https://github.com/stephenmcd/mezzanine,Category 2: Domain Specific,high,"Mezzanine CMS",5000+,"Blog/CMS platform"
349,https://github.com/edx/edx-platform,Category 2: Domain Specific,high,"edX platform",7000+,"Online learning"
350,https://github.com/overhangio/tutor,Category 2: Domain Specific,high,"Open edX Docker",1000+,"edX deployment"
351,https://github.com/frappe/frappe,Category 2: Domain Specific,high,"Frappe framework",7000+,"Web framework"
352,https://github.com/frappe/erpnext,Category 2: Domain Specific,high,"ERPNext",19000+,"ERP system"
353,https://github.com/odoo/odoo,Category 2: Domain Specific,high,"Odoo ERP",38000+,"Business apps"
354,https://github.com/tryton/tryton,Category 2: Domain Specific,high,"Tryton",400+,"Business platform"
355,https://github.com/indico/indico,Category 2: Domain Specific,high,"Indico",2000+,"Event management"
356,https://github.com/Miserlou/Zappa,Category 2: Domain Specific,high,"Serverless Python",12000+,"AWS Lambda deploy"
357,https://github.com/aws/chalice,Category 2: Domain Specific,high,"AWS Chalice",10000+,"Serverless framework"
358,https://github.com/serverless/serverless,Category 2: Domain Specific,high,"Serverless Framework",46000+,"Multi-cloud serverless"
359,https://github.com/pulumi/pulumi,Category 2: Domain Specific,high,"Pulumi IaC",22000+,"Infrastructure as code"
360,https://github.com/hashicorp/terraform,Category 2: Domain Specific,high,"Terraform",43000+,"Infrastructure provisioning"
361,https://github.com/ansible/ansible,Category 2: Domain Specific,extra-high,"Ansible automation",63000+,"IT automation"
362,https://github.com/saltstack/salt,Category 2: Domain Specific,high,"SaltStack",14000+,"Configuration management"
363,https://github.com/ray-project/ray,Category 4: Scientific Computing,extra-high,"Ray distributed computing",34000+,"Distributed Python"
364,https://github.com/vaexio/vaex,Category 4: Scientific Computing,high,"Out-of-core DataFrames",8000+,"Big data analysis"
365,https://github.com/rapidsai/cudf,Category 4: Scientific Computing,high,"GPU DataFrames",8000+,"CUDA DataFrames"
366,https://github.com/h2oai/h2o-3,Category 4: Scientific Computing,high,"H2O ML platform",7000+,"AutoML platform"
367,https://github.com/autogluon/autogluon,Category 4: Scientific Computing,high,"AutoGluon",8000+,"AutoML toolkit"
368,https://github.com/microsoft/FLAML,Category 4: Scientific Computing,high,"FLAML AutoML",4000+,"Fast AutoML"
369,https://github.com/automl/auto-sklearn,Category 4: Scientific Computing,high,"Auto-sklearn",8000+,"Automated ML"
370,https://github.com/alteryx/featuretools,Category 4: Scientific Computing,high,"Featuretools",7000+,"Feature engineering"
371,https://github.com/feature-engine/feature_engine,Category 4: Scientific Computing,high,"Feature Engine",2000+,"Feature engineering"
372,https://github.com/scikit-learn-contrib/category_encoders,Category 4: Scientific Computing,high,"Category Encoders",2000+,"Categorical encoding"
373,https://github.com/scikit-learn-contrib/imbalanced-learn,Category 4: Scientific Computing,high,"Imbalanced Learn",7000+,"Imbalanced data"
374,https://github.com/scikit-optimize/scikit-optimize,Category 4: Scientific Computing,high,"Scikit-Optimize",3000+,"Sequential optimization"
375,https://github.com/fmfn/BayesianOptimization,Category 4: Scientific Computing,high,"Bayesian Optimization",8000+,"Bayesian optimization"
376,https://github.com/SheffieldML/GPy,Category 4: Scientific Computing,high,"GPy",2000+,"Gaussian processes"
377,https://github.com/dfm/emcee,Category 4: Scientific Computing,high,"emcee",1500+,"MCMC sampler"
378,https://github.com/hmmlearn/hmmlearn,Category 4: Scientific Computing,high,"hmmlearn",3000+,"Hidden Markov Models"
379,https://github.com/pgmpy/pgmpy,Category 4: Scientific Computing,high,"pgmpy",3000+,"Probabilistic graphical models"
380,https://github.com/jmschrei/pomegranate,Category 4: Scientific Computing,high,"pomegranate",3000+,"Probabilistic models"
381,https://github.com/stan-dev/pystan,Category 4: Scientific Computing,high,"PyStan",300+,"Stan interface"
382,https://github.com/tensorflow/probability,Category 4: Scientific Computing,high,"TensorFlow Probability",4000+,"Probabilistic reasoning"
384,https://github.com/zarr-developers/zarr-python,Category 4: Scientific Computing,high,"Zarr",1500+,"Chunked arrays"
385,https://github.com/h5py/h5py,Category 4: Scientific Computing,high,"h5py",2000+,"HDF5 interface"
387,https://github.com/sunpy/sunpy,Category 4: Scientific Computing,high,"SunPy",1000+,"Solar data analysis"
388,https://github.com/plasmapy/plasmapy,Category 4: Scientific Computing,high,"PlasmaPy",600+,"Plasma physics"
389,https://github.com/mdtraj/mdtraj,Category 4: Scientific Computing,high,"MDTraj",600+,"Molecular dynamics"
390,https://github.com/rdkit/rdkit,Category 4: Scientific Computing,high,"RDKit",3000+,"Cheminformatics"
391,https://github.com/deepchem/deepchem,Category 4: Scientific Computing,high,"DeepChem",6000+,"Drug discovery"
392,https://github.com/openforcefield/openff-toolkit,Category 4: Scientific Computing,high,"OpenFF Toolkit",400+,"Molecular simulations"
393,https://github.com/materialsproject/pymatgen,Category 4: Scientific Computing,high,"Pymatgen",1500+,"Materials science"
394,https://github.com/aiqm/torchani,Category 4: Scientific Computing,high,"TorchANI",500+,"Neural network potentials"
395,https://github.com/e3nn/e3nn,Category 4: Scientific Computing,high,"e3nn",1000+,"Euclidean neural networks"
396,https://github.com/qiskit/qiskit,Category 4: Scientific Computing,high,"Qiskit",5000+,"Quantum computing"
397,https://github.com/quantumlib/Cirq,Category 4: Scientific Computing,high,"Cirq",4000+,"Quantum circuits"
398,https://github.com/PennyLaneAI/pennylane,Category 4: Scientific Computing,high,"PennyLane",2000+,"Quantum ML"
399,https://github.com/strawberryfields/strawberryfields,Category 4: Scientific Computing,high,"Strawberry Fields",800+,"Photonic quantum"
400,https://github.com/pyquil/pyquil,Category 4: Scientific Computing,high,"pyQuil",1400+,"Quantum programming"
401,https://github.com/QuTech-Delft/quantumsim,Category 4: Scientific Computing,high,"QuantumSim",200+,"Quantum simulation"
402,https://github.com/uber/causalml,Category 4: Scientific Computing,high,"CausalML",5000+,"Causal inference"
403,https://github.com/microsoft/dowhy,Category 4: Scientific Computing,high,"DoWhy",7000+,"Causal inference"
404,https://github.com/py-why/EconML,Category 4: Scientific Computing,high,"EconML",4000+,"Heterogeneous treatment"
405,https://github.com/CamDavidsonPilon/lifelines,Category 4: Scientific Computing,high,"Lifelines",2000+,"Survival analysis"
406,https://github.com/scikit-survival/scikit-survival,Category 4: Scientific Computing,high,"Scikit-Survival",1000+,"Survival analysis"
407,https://github.com/facebookresearch/prophet,Category 4: Scientific Computing,high,"Prophet",18000+,"Time series forecasting"
408,https://github.com/alkaline-ml/pmdarima,Category 4: Scientific Computing,high,"pmdarima",2000+,"ARIMA modeling"
409,https://github.com/blue-yonder/tsfresh,Category 4: Scientific Computing,high,"tsfresh",8000+,"Time series features"
410,https://github.com/tslearn-team/tslearn,Category 4: Scientific Computing,high,"tslearn",3000+,"Time series ML"
411,https://github.com/sktime/sktime,Category 4: Scientific Computing,high,"sktime",8000+,"Time series toolkit"
412,https://github.com/alan-turing-institute/sktime,Category 4: Scientific Computing,high,"sktime unified",8000+,"Time series ML"
413,https://github.com/unit8co/darts,Category 4: Scientific Computing,high,"Darts",8000+,"Time series library"
414,https://github.com/awslabs/gluonts,Category 4: Scientific Computing,high,"GluonTS",5000+,"Probabilistic TS"
415,https://github.com/nixtla/neuralforecast,Category 4: Scientific Computing,high,"NeuralForecast",3000+,"Neural forecasting"
416,https://github.com/nixtla/statsforecast,Category 4: Scientific Computing,high,"StatsForecast",4000+,"Statistical forecasting"
417,https://github.com/ourownstory/neural_prophet,Category 4: Scientific Computing,high,"NeuralProphet",4000+,"Neural Prophet"
418,https://github.com/uber/orbit,Category 4: Scientific Computing,high,"Orbit",2000+,"Bayesian forecasting"
419,https://github.com/salesforce/Merlion,Category 4: Scientific Computing,high,"Merlion",3000+,"Time series library"
420,https://github.com/linkedin/greykite,Category 4: Scientific Computing,high,"Greykite",2000+,"Forecasting library"
421,https://github.com/Nixtla/nixtla,Category 4: Scientific Computing,high,"Nixtla",1000+,"Time series API"
422,https://github.com/python-visualization/folium,Category 6: Visualization,high,"Folium maps",7000+,"Leaflet.js maps"
423,https://github.com/geopandas/geopandas,Category 6: Visualization,high,"GeoPandas",4500+,"Geospatial data"
424,https://github.com/Toblerity/Shapely,Category 6: Visualization,high,"Shapely",4000+,"Geometric objects"
425,https://github.com/Toblerity/Fiona,Category 6: Visualization,high,"Fiona",1000+,"Geospatial data I/O"
426,https://github.com/pyproj4/pyproj,Category 6: Visualization,high,"pyproj",1000+,"Cartographic projections"
427,https://github.com/rasterio/rasterio,Category 6: Visualization,high,"Rasterio",2000+,"Raster data"
428,https://github.com/ResidentMario/geoplot,Category 6: Visualization,high,"Geoplot",1000+,"Geospatial plotting"
429,https://github.com/holoviz/datashader,Category 6: Visualization,high,"Datashader",3000+,"Big data visualization"
430,https://github.com/holoviz/hvplot,Category 6: Visualization,high,"hvPlot",1000+,"High-level plotting"
431,https://github.com/holoviz/panel,Category 6: Visualization,high,"Panel",4000+,"App building"
432,https://github.com/ydataai/ydata-profiling,Category 6: Visualization,high,"ydata-profiling",13000+,"Data profiling"
433,https://github.com/lux-org/lux,Category 6: Visualization,high,"Lux",5000+,"Automated visualization"
434,https://github.com/man-group/dtale,Category 6: Visualization,high,"D-Tale",5000+,"DataFrame visualization"
435,https://github.com/fbdesignpro/sweetviz,Category 6: Visualization,high,"Sweetviz",3000+,"EDA visualization"
436,https://github.com/PAIR-code/facets,Category 6: Visualization,high,"Facets",7000+,"Data visualization"
437,https://github.com/tensorflow/tensorboard,Category 6: Visualization,high,"TensorBoard",7000+,"ML visualization"
438,https://github.com/lanpa/tensorboardX,Category 6: Visualization,high,"TensorBoardX",8000+,"TensorBoard for PyTorch"
439,https://github.com/fossasia/visdom,Category 6: Visualization,high,"Visdom",10000+,"Flexible visualization"
440,https://github.com/Netflix/metaflow,Category 9: Data Processing,high,"Metaflow",8000+,"ML infrastructure"
441,https://github.com/zenml-io/zenml,Category 9: Data Processing,high,"ZenML",4000+,"MLOps framework"
442,https://github.com/kubeflow/kubeflow,Category 9: Data Processing,high,"Kubeflow",14000+,"ML on Kubernetes"
443,https://github.com/feast-dev/feast,Category 9: Data Processing,high,"Feast",6000+,"Feature store"
444,https://github.com/combust/mleap,Category 9: Data Processing,high,"MLeap",2000+,"ML serialization"
445,https://github.com/bentoml/BentoML,Category 9: Data Processing,high,"BentoML",7000+,"ML serving"
446,https://github.com/SeldonIO/seldon-core,Category 9: Data Processing,high,"Seldon Core",4000+,"ML deployment"
447,https://github.com/cortexlabs/cortex,Category 9: Data Processing,high,"Cortex",8000+,"ML deployment"
448,https://github.com/bodywork-ml/bodywork-core,Category 9: Data Processing,high,"Bodywork",500+,"ML pipelines"
449,https://github.com/ploomber/ploomber,Category 9: Data Processing,high,"Ploomber",3000+,"Data pipelines"
450,https://github.com/mage-ai/mage-ai,Category 9: Data Processing,high,"Mage",8000+,"Data pipeline tool"
451,https://github.com/kedro-org/kedro,Category 9: Data Processing,high,"Kedro",10000+,"ML pipelines"
452,https://github.com/PrefectHQ/marvin,Category 9: Data Processing,high,"Marvin",5000+,"AI engineering"
453,https://github.com/kubeflow/pipelines,Category 9: Data Processing,high,"Kubeflow Pipelines",4000+,"ML workflows"
454,https://github.com/flyteorg/flyte,Category 9: Data Processing,high,"Flyte",6000+,"Workflow orchestration"
455,https://github.com/stitchfix/hamilton,Category 9: Data Processing,high,"Hamilton",2000+,"DAG framework"
456,https://github.com/erikbern/ann-benchmarks,Category 3: Algorithms,high,"ANN Benchmarks",2000+,"Algorithm benchmarks"
457,https://github.com/nmslib/nmslib,Category 3: Algorithms,high,"NMSLIB",3000+,"Similarity search"
458,https://github.com/nmslib/hnswlib,Category 3: Algorithms,high,"hnswlib",3000+,"Approximate NN"
459,https://github.com/lmcinnes/umap,Category 3: Algorithms,high,"UMAP",7000+,"Dimensionality reduction"
460,https://github.com/lmcinnes/pynndescent,Category 3: Algorithms,high,"PyNNDescent",1000+,"Nearest neighbors"
461,https://github.com/lmcinnes/hdbscan,Category 3: Algorithms,high,"HDBSCAN",3000+,"Clustering"
462,https://github.com/scikit-learn-contrib/hdbscan,Category 3: Algorithms,high,"HDBSCAN contrib",3000+,"Hierarchical clustering"
463,https://github.com/dmlc/xgboost,Category 4: Scientific Computing,extra-high,"XGBoost",26000+,"Gradient boosting"
464,https://github.com/microsoft/LightGBM,Category 4: Scientific Computing,extra-high,"LightGBM",17000+,"Gradient boosting"
465,https://github.com/catboost/catboost,Category 4: Scientific Computing,high,"CatBoost",8000+,"Gradient boosting"
466,https://github.com/linkedin/luminol,Category 4: Scientific Computing,high,"Luminol",1000+,"Anomaly detection"
467,https://github.com/yzhao062/pyod,Category 4: Scientific Computing,high,"PyOD",8000+,"Outlier detection"
468,https://github.com/salesforce/PyTorch-LBFGS,Category 4: Scientific Computing,high,"PyTorch-LBFGS",300+,"L-BFGS optimizer"
469,https://github.com/pytorch/captum,Category 4: Scientific Computing,high,"Captum",5000+,"Model interpretability"
470,https://github.com/interpretml/interpret,Category 4: Scientific Computing,high,"InterpretML",6000+,"ML interpretability"
471,https://github.com/slundberg/shap,Category 4: Scientific Computing,high,"SHAP",23000+,"Explainability"
472,https://github.com/marcotcr/lime,Category 4: Scientific Computing,high,"LIME",12000+,"Local explanations"
473,https://github.com/SeldonIO/alibi,Category 4: Scientific Computing,high,"Alibi",2000+,"ML explanations"
474,https://github.com/EthicalML/xai,Category 4: Scientific Computing,high,"XAI",1000+,"Explainable AI"
475,https://github.com/fairlearn/fairlearn,Category 4: Scientific Computing,high,"Fairlearn",2000+,"ML fairness"
476,https://github.com/Trusted-AI/AIF360,Category 4: Scientific Computing,high,"AI Fairness 360",2000+,"Fairness toolkit"
477,https://github.com/PAIR-code/what-if-tool,Category 4: Scientific Computing,high,"What-If Tool",1000+,"ML inspection"
478,https://github.com/tensorflow/model-analysis,Category 4: Scientific Computing,high,"TF Model Analysis",1000+,"Model evaluation"
479,https://github.com/cleanlab/cleanlab,Category 4: Scientific Computing,high,"Cleanlab",10000+,"Data-centric AI"
480,https://github.com/snorkel-team/snorkel,Category 4: Scientific Computing,high,"Snorkel",6000+,"Weak supervision"
481,https://github.com/diffgram/diffgram,Category 4: Scientific Computing,high,"Diffgram",2000+,"Training data"
482,https://github.com/heartexlabs/label-studio,Category 4: Scientific Computing,high,"Label Studio",19000+,"Data labeling"
483,https://github.com/doccano/doccano,Category 4: Scientific Computing,high,"doccano",10000+,"Text annotation"
484,https://github.com/explosion/prodigy-recipes,Category 4: Scientific Computing,high,"Prodigy Recipes",500+,"Annotation recipes"
485,https://github.com/argilla-io/argilla,Category 4: Scientific Computing,high,"Argilla",4000+,"Data labeling"
486,https://github.com/uber/ludwig,Category 4: Scientific Computing,high,"Ludwig",11000+,"Low-code ML"
487,https://github.com/ludwig-ai/ludwig,Category 4: Scientific Computing,high,"Ludwig AI",11000+,"Declarative ML"
488,https://github.com/aimhubio/aim,Category 4: Scientific Computing,high,"Aim",5000+,"ML experiment tracking"
489,https://github.com/neptune-ai/neptune-client,Category 4: Scientific Computing,high,"Neptune",500+,"Experiment tracking"
490,https://github.com/allegroai/clearml,Category 4: Scientific Computing,high,"ClearML",6000+,"MLOps platform"
491,https://github.com/polyaxon/polyaxon,Category 4: Scientific Computing,high,"Polyaxon",4000+,"ML platform"
492,https://github.com/determined-ai/determined,Category 4: Scientific Computing,high,"Determined",3000+,"Deep learning platform"
493,https://github.com/replicate/cog,Category 4: Scientific Computing,high,"Cog",8000+,"ML containers"
